"reviewId","resId","review","stars","reviewDate","resId","resName","numReviews","resAddress","resCat","yelpUrl","rating"
"30","122","I haven't even been here 20 minutes, but I ordered and finished my biscuit sandwich; drank my mocha;  took my obligatory Yelp photos; and here I am writing my review.If I die in the next second, friends, family, please know I died with a happy belly.I scarfed down like the hungriest of hungry wolves the Spanish Fly. Reunited, and it tasted sooooo good. There are not enough "O's" to emphasize the "so."Oh, I had it on the Bacon Rosemary biscuit. This is important.The taste of the egg, aioli, proscuitto, cheese and arugula flanked by the Rosemary Bacon biscuit is Disneyland in your mouth.So many feelings! If I could come here every day I would. I am sitting her envisioning myself as the Joey Chestnut of a Spanish Fly eating contest. Lol!I got here just a little after it opened and parking was plentiful. Oh what a wonderful morning. Oh what a beautiful day.Thank you, Morsel.","5","4/30/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"31","122","My biscuit was almost cold which is really offputting to me. I didn't think it was extremely flakey or buttery either which are key qualities of a biskit. Tbh Seattle biscuit company is much better, and their jam is better too.  I got the cheesy biscuit on top of a cheddar biscuit and idk how they got the cheese to melt but my biscuit was still cold. Also the tomato jam is like pizza sauce. The only bomb thing about this place is the Tiger sauce which isn't even something they make","3","8/17/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"32","122","Morsel has the best tasting biscuit breakfast sandwiches I've had in Seattle. Usually I get "The Fast Break" or "The Spanish Fly". While the biscuits aren't the greatest biscuits (they're not super fluffy), the overall sandwiches are very tasty when combined with the other ingredients.Food:- 5/5 "The Fast Break" $7.75: bacon, scrambled egg, cheddar & toasted tomato jam. My current favorite- 5/5 "The Spanish Fly" $8.75: "proscuitto, fried egg, manchego cheese, arugula with mama lik's pepper aioli"- 4/5 $6.25 custom sandwich (you can choose your own ingredients): buttermilk biscuit, eggs, tomato sauce, and cucumber- 3/5 Latte with Vanilla syrup: $5.50: average tasting but the latte art was a nice touchInterior:- It gets very crowded during peak hours but the lines and tables clear very quickly so I haven't really had to wait more than 5-10 minutes. The tables appear to be self serviceParking:- I've only come here on Sundays as there's free street parking","5","4/21/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"33","122","Wow, when I saw the reviews and what Morsel serves, I knew I had to check it out. And it did not disappoint ! Their biscuits are delicious, there's a lot of space to do work and enjoy your food, and their coffee is also good! I had both the spanish fly and the breakfast sammie, on cheddar and chive. delicious, full of flavours, and super filling! I recommend it to everyone. I also had a mocha and a chai latte, the chai latte was especially well done.","5","8/20/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"34","122","The spanish fly on a cheddar chive biscuit is the most delicious biscuit brunch sandwich I've tasted thus far!  I've come back multiple times and will continue to visit this gem on my weekend mornings!","5","7/30/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"35","122","Amazing fresh biscuits: hot and fluffy and layered inside, crispy outside, great buttery flavor. Lots of biscuit flavors to choose from too like cheddar chive, buttermilk, and changing specials.I had the Spanish Fly on a regular buttermilk biscuit: prosciutto, fried egg, manchego cheese, arugula, and a great housemade pepper aioli (don't worry it's not too spicy and I don't like spicy food). This is my favorite breakfast/brunch sandwiches ever because the toppings were light and flavorful with the rich biscuit.","5","9/16/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"36","122","Morsel is where to get biscuits on the Ave.  It's popular for their biscuit sandwiches, so I was happy to learn that while in the area for an early meeting, I was just blocks away from Morsel, in time for breakfast.  The location of Morsel isn't very spacious, so get here early for a place to sit if you wish to dine-in.  However, many people in line on a weekday were getting their orders to-go, including me.  I wouldn't recommend for large groups.  Menu is straightforward with different biscuit sandwiches, different kinds of biscuits and different toppings.  There was also biscuits and gravy, which I totally would've ordered had I dined in and wasn't going to a meeting.  Therefore, I ended up ordering The Fast Break, which resembles a standard breakfast sandwich with bacon, eggs and cheddar, with a tomato jam.  I have to say, I wasn't able to eat The Fast Break soon after it was made since I was scrambling for time.  But it was still good when I did end up eating it.  The biscuit, as it should be, was the best part.  And quite honestly, I would've been happy with just the biscuit, as it was fluffy, soft with crispy edges and since I ordered mine with the cheddar chive biscuit, it had tons of cheddar flavor.  I recommend for cheese lovers!  (I also love that you can choose any kind of biscuit for any sandwich here.)  The bacon and egg just added some protein and thought it was a large and filling sandwich.  However, I wasn't a fan of the tomato jam, as there was a sweetness to it that I thought distracted from the cheddar, bacon, and egg rather than complemented it.  Overall, Morsel is a solid choice for breakfast while in the University District, especially if biscuits are your jam.  For just a biscuit or for more of a meal with a biscuit sandwich, you can't go wrong at Morsel.  Plus, they have zucchini chocolate bread, which is some of the best I've had...just in case you need dessert.","4","5/2/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"37","122","Again excellent biscuit.  Try with raspberry balsamic fixings.  My large latte with soy is perfect. Just met the owner and he is also from Hawaii so definitely will return regularly when visiting Seattle 4x/year with new friends.","5","10/7/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"38","122","Okay seriously their biscuits are to die for, thick, fluffy & flavorful. I wasn't in love with the tomato jam on the sandwich but I loved the biscuit enough it didn't bother me. Quick service! I'll definitely be back for these biscuits!","4","11/1/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"39","122","Been to the south many a times and while these biscuits are a bit different, they are just as good.As a skeptic, you think, "there is no possible way that behemoth doesn't crumble after the first bite." But no, you'd be wrong. They hold their shape and form so well. Great way to start your day. Come here and try any sammy combo possible - you will want to come every weekend and wait in line.","5","7/26/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"40","122","I love Morsel!! Best biscuit place in Seattle. I've tried the Fast Break at the old location, which was bombdotcom. When I went last year, they had moved further up the street, which caught my friends and I by surprise. I got the Spanish fly with the cheddar chive biscuit- soooo gooood. Friend's biscuit and gravy was totes delicious. Biscuits were crispy on outside and soft on inside. Perfection on a plate.Fast line, food comes out quickly, nothing to hate! :D","5","1/24/2019","122","Morsel","961 reviews","5000 University Way NE","Coffee & Tea","http://yelp.com/biz/morsel-seattle","4"
"41","123","Hands down, the best place to eat on the Ave. Not just for Mediterranean food, but for all food. Everything we've ordered has been super flavorful & if you order an entree plate, most of the time it will serve as 2 meals since the portion size are generous. The hours are crazy, everyday from 11am to 2am, perfect for late night bites! What's even cooler is that, it's still good even when you're not coming in drunk hours. The nicest people works here and they have the best Greek fries, they use real yogurt and melt the cheese, not leave crumbles in it. It's soooo good, it melts in your mouth. Request to add the special seasoning to it! Tell me about your experience if you've been here or is going to after reading this review:)","5","9/3/2019","123","Shawarma King","232 reviews","4337 University Way NE","Mediterranean","http://yelp.com/biz/shawarma-king-seattle-7","4"
"42","123","Nicest folks on the block, period. I mean everyone talks smack I'm sure but damned if they don't hide it gracefully. If you have a sensitive gut, going to this place will be a crime of passion. Don't forget who is king. S H W A R M A K I N G","5","6/5/2019","123","Shawarma King","232 reviews","4337 University Way NE","Mediterranean","http://yelp.com/biz/shawarma-king-seattle-7","4"
"43","123","I ordered the falafel plate which came with veggies, hummus, baba ganoush, and pita bread. I enjoyed the falafel here a lot because it was crispy but soft inside and very flavorful. My boyfriend got a chicken shawarma sandwich, which I forgot to take a picture of. His sandwich fell apart once he tried to eat it. The chicken inside was very good. I probably wouldn't recommend the sandwich because he ended up eating it with a fork and the bread was very soggy. Overall, still a good experience here and the prices are on the cheap side.","4","9/2/2019","123","Shawarma King","232 reviews","4337 University Way NE","Mediterranean","http://yelp.com/biz/shawarma-king-seattle-7","4"
"44","123","Best place on the Ave for gyros, PROVE ME WRONG! Something about the way they season their chicken makes my mouth water. Their fries are also so crunchy even though I know they're the frozen ones. This place is good even when if you aren't going at 1 AM in the morning.","5","9/1/2019","123","Shawarma King","232 reviews","4337 University Way NE","Mediterranean","http://yelp.com/biz/shawarma-king-seattle-7","4"
"45","123","I wasn't very satisfied here; the shawarma sandwich was dry, fell apart, and was almost entirely meat.","2","10/26/2019","123","Shawarma King","232 reviews","4337 University Way NE","Mediterranean","http://yelp.com/biz/shawarma-king-seattle-7","4"
"46","123","Out of so many falafel places in Seattle I have tried I must say this one is my favorite so far! And even more so if you add the spicy hot sauce on top! Their food has so much flavor and goodness that it makes you want another one even though you're stuffed. Served hot and fresh, with enough vegetables. Every time I have gone the service is wonderful and food is consistent  They accommodate to your dietary needs and make sure you have a good meal!","5","4/8/2019","123","Shawarma King","232 reviews","4337 University Way NE","Mediterranean","http://yelp.com/biz/shawarma-king-seattle-7","4"
"47","123","Sooo good! For the price you pay it is a great place for a delicious meal for under $10! I had a lamb and beef gyro sandwich and it tasted amazing. The gentleman who worked behind the counter was really friendly and professional. It's not a fancy place but it has a nice vibe and I was really happy about choosing it for my lunch!","5","9/12/2019","123","Shawarma King","232 reviews","4337 University Way NE","Mediterranean","http://yelp.com/biz/shawarma-king-seattle-7","4"
"48","123","Great place. Quick eats. Their shawarma sandwiches are quite tasty. Everything is made to order and have never waited to long for food. Portion sizes are great and the pricing is OK. Their meats are tender and juicy and all in all good eats. For around $10 you can get yourself a great meal. Only $1.50 to add drink and fries to any sammy. Their fries are standard krinkle cut. Nothing fancy but not terrible. The staff is always friendly and it's easy enough to place a to go order. I will note the place is not huge so if it's crowded it may be hard to find a seat. Other than that, no qualms. Highly recommend stopping in if you're in the area.","4","3/5/2019","123","Shawarma King","232 reviews","4337 University Way NE","Mediterranean","http://yelp.com/biz/shawarma-king-seattle-7","4"
"49","123","Thank goodness for Uber eats and late night delivery to feed your cravings after a night of drinking!First time trying Shawarma King and it was on point! Ordered couple plates, lamb and chicken, which came with a delicious smooth hummus and a gyro con fries.Worth checking out and I probably will again, in person, next time I'm on the U-district.I'd say it was Shawar-mazing.","4","3/3/2019","123","Shawarma King","232 reviews","4337 University Way NE","Mediterranean","http://yelp.com/biz/shawarma-king-seattle-7","4"
